NuExtract:0.5B,7,12,10,42.0,71.1864406779661,77.77777777777779,74.33628318584071,59.154929577464785,huggingface,hospital1, None
gemma3ne4b,1,18,0,23.0,95.83333333333334,56.09756097560976,70.76923076923077,54.761904761904766,ollama,hospital2,Normal
granite3.2,1,13,14,14.0,48.27586206896552,51.85185185185185,49.99999999999999,33.33333333333333,ollama,hospital2,Normal
qwen34b,1,6,14,21.0,58.333333333333336,77.77777777777779,66.66666666666667,50.0,ollama,hospital2,Normal
llama3.21b,2,9,25,6.0,18.181818181818183,40.0,25.0,14.285714285714285,ollama,hospital2,Normal
llama3.23b,1,14,4,23.0,82.14285714285714,62.16216216216216,70.76923076923076,54.761904761904766,ollama,hospital2,Normal
qwen2.5vl3b,1,17,2,22.0,88.0,56.41025641025641,68.75,52.38095238095239,ollama,hospital2,Normal
llama3.23b,15,5,5,17.0,45.94594594594595,77.27272727272727,57.6271186440678,40.476190476190474,ollama,hospital1,LTNER/GPT-NER
qwen2.5vl3b,3,4,19,16.0,42.10526315789473,80.0,55.172413793103445,38.095238095238095,ollama,hospital1,LTNER/GPT-NER
qwen34b,3,5,18,16.0,43.24324324324324,76.19047619047619,55.172413793103445,38.095238095238095,ollama,hospital1,LTNER/GPT-NER
granite3.2,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,ollama,hospital1,LTNER/GPT-NER
gemma34b,15,18,5,4.0,16.666666666666664,18.181818181818183,17.391304347826086,9.523809523809524,ollama,hospital1,LTNER/GPT-NER
llama3.21b,1,8,17,16.0,47.05882352941176,66.66666666666666,55.17241379310344,38.095238095238095,ollama,hospital1,LTNER/GPT-NER
gemma3ne4b,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,ollama,hospital1,LTNER/GPT-NER
gemma34b,7,15,0,20.0,74.07407407407408,57.14285714285714,64.51612903225806,47.61904761904761,ollama,hospital2,LTNER/GPT-NER
gemma3ne4b,11,21,1,9.0,42.857142857142854,30.0,35.29411764705882,21.428571428571427,ollama,hospital2,LTNER/GPT-NER
granite3.2,1,12,14,15.0,50.0,55.55555555555556,52.63157894736842,35.714285714285715,ollama,hospital2,LTNER/GPT-NER
qwen34b,11,11,5,15.0,48.38709677419355,57.692307692307686,52.63157894736842,35.714285714285715,ollama,hospital2,LTNER/GPT-NER
llama3.21b,1,8,26,7.0,20.588235294117645,46.666666666666664,28.57142857142857,16.666666666666664,ollama,hospital2,LTNER/GPT-NER
llama3.23b,8,16,16,2.0,7.6923076923076925,11.11111111111111,9.09090909090909,4.761904761904762,ollama,hospital2,LTNER/GPT-NER
qwen2.5vl3b,1,6,14,21.0,58.333333333333336,77.77777777777779,66.66666666666667,50.0,ollama,hospital2,LTNER/GPT-NER
qwen2.5vl3b*ImageInput*,6,14,2,20.0,71.42857142857143,58.82352941176471,64.51612903225806,47.61904761904761,ollama_vision,hospital1,Normal
granite3.2*ImageInput*,6,14,11,11.0,39.285714285714285,44.0,41.509433962264154,26.190476190476193,ollama_vision,hospital1,Normal
gemma34b*ImageInput*,6,14,2,20.0,71.42857142857143,58.82352941176471,64.51612903225806,47.61904761904761,ollama_vision,hospital1,Normal
gemma34b*ImageInput*,1,15,4,22.0,81.48148148148148,59.45945945945946,68.75,52.38095238095239,ollama_vision,hospital2,Normal
granite3.2*ImageInput*,1,7,20,14.0,40.0,66.66666666666666,49.99999999999999,33.33333333333333,ollama_vision,hospital2,Normal
qwen2.5vl3b*ImageInput*,5,9,17,11.0,33.33333333333333,55.00000000000001,41.50943396226415,26.190476190476193,ollama_vision,hospital2,Normal
qwen2.5vl3b*ImageInput*,3,8,15,16.0,47.05882352941176,66.66666666666666,55.17241379310344,38.095238095238095,ollama_vision,hospital1,LTNER/GPT-NER
granite3.2*ImageInput*,3,1,12,26.0,63.41463414634146,96.29629629629628,76.47058823529412,61.904761904761905,ollama_vision,hospital1,LTNER/GPT-NER
gemma34b*ImageInput*,17,14,2,9.0,32.142857142857146,39.130434782608695,35.294117647058826,21.428571428571427,ollama_vision,hospital1,LTNER/GPT-NER
gemma34b*ImageInput*,1,16,6,19.0,73.07692307692307,54.285714285714285,62.295081967213115,45.23809523809524,ollama_vision,hospital2,LTNER/GPT-NER
granite3.2*ImageInput*,1,3,12,26.0,66.66666666666666,89.65517241379311,76.47058823529412,61.904761904761905,ollama_vision,hospital2,LTNER/GPT-NER
qwen2.5vl3b*ImageInput*,1,14,16,11.0,39.285714285714285,44.0,41.509433962264154,26.190476190476193,ollama_vision,hospital2,LTNER/GPT-NER
gpt-4.1-nano,7,3,0,32.0,82.05128205128204,91.42857142857144,86.48648648648648,76.19047619047619,openai,hospital1,Normal
gpt-4.1,4,1,1,36.0,87.8048780487805,97.2972972972973,92.30769230769232,85.71428571428571,openai,hospital1,Normal
gpt-4.1-mini,6,0,1,35.0,83.33333333333334,100.0,90.9090909090909,83.33333333333334,openai,hospital1,Normal
gpt-4.1,8,8,0,26.0,76.47058823529412,76.47058823529412,76.47058823529412,61.904761904761905,openai,hospital2,Normal
gpt-4.1-mini,8,4,2,28.0,73.68421052631578,87.5,80.0,66.66666666666666,openai,hospital2,Normal
gpt-4.1-nano,8,10,4,20.0,62.5,66.66666666666666,64.51612903225806,47.61904761904761,openai,hospital2,Normal
gpt-4.1-nano,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,openai,hospital1,LTNER/GPT-NER
gpt-4.1,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,openai,hospital1,LTNER/GPT-NER
gpt-4.1,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,openai,hospital2,LTNER/GPT-NER
gpt-4.1-nano,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,openai,hospital2,LTNER/GPT-NER
gpt-4.1-nano*ImageInput*,0,9,16,17.0,51.51515151515152,65.38461538461539,57.6271186440678,40.476190476190474,openai_vision,hospital1,Normal
gpt-4.1*ImageInput*,0,15,0,27.0,100.0,64.28571428571429,78.2608695652174,64.28571428571429,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,2,12,5,23.0,76.66666666666667,65.71428571428571,70.76923076923076,54.761904761904766,openai_vision,hospital1,Normal
gpt-4.1*ImageInput*,2,31,0,9.0,81.81818181818183,22.5,35.294117647058826,21.428571428571427,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,0,8,26,8.0,23.52941176470588,50.0,31.999999999999993,19.047619047619047,openai_vision,hospital2,Normal
gpt-4.1-nano*ImageInput*,0,8,26,8.0,23.52941176470588,50.0,31.999999999999993,19.047619047619047,openai_vision,hospital2,Normal
gpt-4.1-nano*ImageInput*,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1*ImageInput*,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1*ImageInput*,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,openai_vision,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,openai_vision,hospital2,LTNER/GPT-NER
gpt-4.1-nano*ImageInput*,1,15,0,26.0,96.29629629629628,63.41463414634146,76.47058823529412,61.904761904761905,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:0.5B,7,12,9,10.0,38.46153846153847,45.45454545454545,41.66666666666667,26.31578947368421,huggingface,hospital1, None
NuExtract:2B,7,4,9,18.0,52.94117647058824,81.81818181818183,64.28571428571428,47.368421052631575,huggingface,hospital1, None
NuExtract:4B,7,3,9,19.0,54.285714285714285,86.36363636363636,66.66666666666666,50.0,huggingface,hospital1, None
NuExtract:2B,1,6,8,23.0,71.875,79.3103448275862,75.40983606557376,60.526315789473685,huggingface,hospital2, None
NuExtract:0.5B,1,18,9,10.0,50.0,35.714285714285715,41.666666666666664,26.31578947368421,huggingface,hospital2, None
NuExtract:4B,1,4,6,27.0,79.41176470588235,87.09677419354838,83.07692307692308,71.05263157894737,huggingface,hospital2, None
GLiNER,0,21,0,0.0,0.0,0.0,0.0,0.0,GLiNER,hospital1,
GLiNER,0,13,0,0.0,0.0,0.0,0.0,0.0,GLiNER,hospital2,
llama3.23b,5,4,0,29.0,85.29411764705883,87.87878787878788,86.56716417910447,76.31578947368422,ollama,hospital1,Normal
gemma31b-it-qat,10,19,2,7.0,36.84210526315789,26.923076923076923,31.11111111111111,18.421052631578945,ollama,hospital1,Normal
granite3.2,6,9,6,17.0,58.620689655172406,65.38461538461539,61.81818181818181,44.73684210526316,ollama,hospital1,Normal
gemma3ne4b,7,4,2,25.0,73.52941176470588,86.20689655172413,79.36507936507937,65.78947368421053,ollama,hospital1,Normal
gemma3ne4b,1,12,0,25.0,96.15384615384616,67.56756756756756,79.36507936507935,65.78947368421053,ollama,hospital2,Normal
llama3.23b,1,3,21,13.0,37.142857142857146,81.25,50.98039215686275,34.21052631578947,ollama,hospital2,Normal
granite3.2,1,12,16,9.0,34.61538461538461,42.857142857142854,38.29787234042553,23.684210526315788,ollama,hospital2,Normal
gemma31b-it-qat,1,5,20,12.0,36.36363636363637,70.58823529411765,48.00000000000001,31.57894736842105,ollama,hospital2,Normal
llama3.23b,6,6,5,21.0,65.625,77.77777777777779,71.1864406779661,55.26315789473685,ollama,hospital1,LTNER/GPT-NER
gemma31b-it-qat,12,13,2,11.0,44.0,45.83333333333333,44.89795918367347,28.947368421052634,ollama,hospital1,LTNER/GPT-NER
gemma3ne4b,1,15,0,22.0,95.65217391304348,59.45945945945946,73.33333333333333,57.89473684210527,ollama,hospital1,LTNER/GPT-NER
gemma3ne4b,6,15,0,17.0,73.91304347826086,53.125,61.81818181818181,44.73684210526316,ollama,hospital2,LTNER/GPT-NER
llama3.23b,8,23,5,2.0,13.333333333333334,8.0,10.0,5.263157894736842,ollama,hospital2,LTNER/GPT-NER
gemma31b-it-qat,1,5,16,16.0,48.48484848484848,76.19047619047619,59.25925925925926,42.10526315789473,ollama,hospital2,LTNER/GPT-NER
qwen2.5vl3b*ImageInput*,6,10,4,18.0,64.28571428571429,64.28571428571429,64.28571428571429,47.368421052631575,ollama_vision,hospital1,Normal
granite3.2*ImageInput*,6,10,11,11.0,39.285714285714285,52.38095238095239,44.89795918367347,28.947368421052634,ollama_vision,hospital1,Normal
gemma34b*ImageInput*,6,11,2,19.0,70.37037037037037,63.33333333333333,66.66666666666667,50.0,ollama_vision,hospital1,Normal
gemma34b*ImageInput*,1,15,2,20.0,86.95652173913044,57.14285714285714,68.96551724137932,52.63157894736842,ollama_vision,hospital2,Normal
granite3.2*ImageInput*,0,11,0,27.0,100.0,71.05263157894737,83.07692307692308,71.05263157894737,ollama_vision,hospital2,Normal
qwen2.5vl3b*ImageInput*,6,5,17,10.0,30.303030303030305,66.66666666666666,41.666666666666664,26.31578947368421,ollama_vision,hospital2,Normal
qwen2.5vl3b*ImageInput*,3,7,15,13.0,41.935483870967744,65.0,50.98039215686275,34.21052631578947,ollama_vision,hospital1,LTNER/GPT-NER
granite3.2*ImageInput*,0,15,0,23.0,100.0,60.526315789473685,75.40983606557376,60.526315789473685,ollama_vision,hospital1,LTNER/GPT-NER
gemma34b*ImageInput*,7,8,6,17.0,56.666666666666664,68.0,61.81818181818182,44.73684210526316,ollama_vision,hospital1,LTNER/GPT-NER
gemma34b*ImageInput*,9,23,5,1.0,6.666666666666667,4.166666666666666,5.128205128205129,2.631578947368421,ollama_vision,hospital2,LTNER/GPT-NER
granite3.2*ImageInput*,0,15,0,23.0,100.0,60.526315789473685,75.40983606557376,60.526315789473685,ollama_vision,hospital2,LTNER/GPT-NER
qwen2.5vl3b*ImageInput*,8,23,5,2.0,13.333333333333334,8.0,10.0,5.263157894736842,ollama_vision,hospital2,LTNER/GPT-NER
gpt-4.1-nano,12,4,0,22.0,64.70588235294117,84.61538461538461,73.33333333333333,57.89473684210527,openai,hospital1,Normal
gpt-4.1,4,1,1,32.0,86.48648648648648,96.96969696969695,91.42857142857142,84.21052631578947,openai,hospital1,Normal
gpt-4.1,6,3,2,27.0,77.14285714285715,90.0,83.07692307692308,71.05263157894737,openai,hospital2,Normal
gpt-4.1-nano,1,13,4,20.0,80.0,60.60606060606061,68.9655172413793,52.63157894736842,openai,hospital2,Normal
gpt-4.1-nano,1,15,0,22.0,95.65217391304348,59.45945945945946,73.33333333333333,57.89473684210527,openai,hospital1,LTNER/GPT-NER
gpt-4.1,1,15,0,22.0,95.65217391304348,59.45945945945946,73.33333333333333,57.89473684210527,openai,hospital1,LTNER/GPT-NER
gpt-4.1,1,15,0,22.0,95.65217391304348,59.45945945945946,73.33333333333333,57.89473684210527,openai,hospital2,LTNER/GPT-NER
gpt-4.1-nano,1,15,0,22.0,95.65217391304348,59.45945945945946,73.33333333333333,57.89473684210527,openai,hospital2,LTNER/GPT-NER
gpt-4.1-nano*ImageInput*,0,6,17,15.0,46.875,71.42857142857143,56.60377358490566,39.473684210526315,openai_vision,hospital1,Normal
gpt-4.1*ImageInput*,0,15,0,23.0,100.0,60.526315789473685,75.40983606557376,60.526315789473685,openai_vision,hospital1,Normal
gpt-4.1*ImageInput*,0,6,26,6.0,18.75,50.0,27.272727272727273,15.789473684210526,openai_vision,hospital2,Normal
gpt-4.1-nano*ImageInput*,0,9,21,8.0,27.58620689655172,47.05882352941176,34.78260869565217,21.052631578947366,openai_vision,hospital2,Normal
gpt-4.1-nano*ImageInput*,1,15,0,22.0,95.65217391304348,59.45945945945946,73.33333333333333,57.89473684210527,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1*ImageInput*,1,15,0,22.0,95.65217391304348,59.45945945945946,73.33333333333333,57.89473684210527,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1*ImageInput*,1,15,0,22.0,95.65217391304348,59.45945945945946,73.33333333333333,57.89473684210527,openai_vision,hospital2,LTNER/GPT-NER
gpt-4.1-nano*ImageInput*,1,15,0,22.0,95.65217391304348,59.45945945945946,73.33333333333333,57.89473684210527,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:0.5B,7,12,9,16.0,50.0,57.14285714285714,53.33333333333333,36.36363636363637,huggingface,hospital1, None
NuExtract:2B,7,4,9,24.0,60.0,85.71428571428571,70.58823529411764,54.54545454545454,huggingface,hospital1, None
NuExtract:4B,7,4,8,25.0,62.5,86.20689655172413,72.46376811594203,56.81818181818182,huggingface,hospital1, None
NuExtract:2B,1,7,8,28.0,75.67567567567568,80.0,77.77777777777779,63.63636363636363,huggingface,hospital2, None
NuExtract:0.5B,1,18,9,16.0,61.53846153846154,47.05882352941176,53.33333333333333,36.36363636363637,huggingface,hospital2, None
NuExtract:4B,1,5,6,32.0,82.05128205128204,86.48648648648648,84.21052631578947,72.72727272727273,huggingface,hospital2, None
GLiNER,0,28,0,0.8,5.714285714285714,1.8181818181818183,2.7586206896551726,1.8181818181818183,GLiNER,hospital1, None
GLiNER,0,23,0,1.05,6.176470588235294,2.3863636363636367,3.442622950819673,2.3863636363636367,GLiNER,hospital2, None
gemma31b-it-qat,10,21,2,11.0,47.82608695652174,34.375,40.0,25.0,ollama,hospital1,Normal
granite3.2,6,14,6,18.0,60.0,56.25,58.064516129032256,40.909090909090914,ollama,hospital1,Normal
gemma34b,7,15,2,20.0,68.96551724137932,57.14285714285714,62.5,45.45454545454545,ollama,hospital1,Normal
gemma3ne4b,7,15,2,20.0,68.96551724137932,57.14285714285714,62.5,45.45454545454545,ollama,hospital1,Normal
gemma34b,9,13,1,21.0,67.74193548387096,61.76470588235294,64.61538461538461,47.72727272727273,ollama,hospital2,Normal
gemma3ne4b,1,17,0,26.0,96.29629629629628,60.46511627906976,74.28571428571428,59.09090909090909,ollama,hospital2,Normal
granite3.2,1,15,16,12.0,41.37931034482759,44.44444444444444,42.857142857142854,27.27272727272727,ollama,hospital2,Normal
gemma31b-it-qat,1,6,16,21.0,55.26315789473685,77.77777777777779,64.61538461538461,47.72727272727273,ollama,hospital2,Normal
gemma31b-it-qat,15,13,2,14.0,45.16129032258064,51.85185185185185,48.27586206896552,31.818181818181817,ollama,hospital1,LTNER/GPT-NER
granite3.2,4,10,14,16.0,47.05882352941176,61.53846153846154,53.33333333333333,36.36363636363637,ollama,hospital1,LTNER/GPT-NER
gemma34b,1,15,0,28.0,96.55172413793105,65.11627906976744,77.77777777777779,63.63636363636363,ollama,hospital1,LTNER/GPT-NER
gemma3ne4b,4,3,17,20.0,48.78048780487805,86.95652173913044,62.50000000000001,45.45454545454545,ollama,hospital1,LTNER/GPT-NER
gemma34b,4,23,3,14.0,66.66666666666666,37.83783783783784,48.27586206896552,31.818181818181817,ollama,hospital2,LTNER/GPT-NER
gemma3ne4b,11,15,0,18.0,62.06896551724138,54.54545454545454,58.06451612903225,40.909090909090914,ollama,hospital2,LTNER/GPT-NER
granite3.2,5,14,14,11.0,36.666666666666664,44.0,40.0,25.0,ollama,hospital2,LTNER/GPT-NER
gemma31b-it-qat,2,1,26,15.0,34.883720930232556,93.75,50.84745762711864,34.090909090909086,ollama,hospital2,LTNER/GPT-NER
granite3.2*ImageInput*,6,14,11,13.0,43.333333333333336,48.148148148148145,45.6140350877193,29.545454545454547,ollama_vision,hospital1,Normal
gemma34b*ImageInput*,5,14,3,22.0,73.33333333333333,61.111111111111114,66.66666666666667,50.0,ollama_vision,hospital1,Normal
gemma34b*ImageInput*,1,16,5,22.0,78.57142857142857,57.89473684210527,66.66666666666666,50.0,ollama_vision,hospital2,Normal
granite3.2*ImageInput*,0,13,0,31.0,100.0,70.45454545454545,82.66666666666667,70.45454545454545,ollama_vision,hospital2,Normal
granite3.2*ImageInput*,3,1,13,27.0,62.7906976744186,96.42857142857144,76.05633802816901,61.36363636363637,ollama_vision,hospital1,LTNER/GPT-NER
gemma34b*ImageInput*,7,12,6,19.0,59.375,61.29032258064516,60.31746031746032,43.18181818181818,ollama_vision,hospital1,LTNER/GPT-NER
gemma34b*ImageInput*,4,19,5,16.0,64.0,45.714285714285715,53.33333333333333,36.36363636363637,ollama_vision,hospital2,LTNER/GPT-NER
granite3.2*ImageInput*,2,2,13,27.0,64.28571428571429,93.10344827586206,76.05633802816901,61.36363636363637,ollama_vision,hospital2,LTNER/GPT-NER
gpt-4.1-nano,11,9,0,24.0,68.57142857142857,72.72727272727273,70.58823529411765,54.54545454545454,openai,hospital1,Normal
gpt-4.1,9,7,1,27.0,72.97297297297297,79.41176470588235,76.05633802816901,61.36363636363637,openai,hospital1,Normal
gpt-4.1,9,10,2,23.0,67.64705882352942,69.6969696969697,68.65671641791045,52.27272727272727,openai,hospital2,Normal
gpt-4.1-nano,9,14,3,18.0,60.0,56.25,58.064516129032256,40.909090909090914,openai,hospital2,Normal
gpt-4.1-nano,0,15,0,29.0,100.0,65.9090909090909,79.45205479452055,65.9090909090909,openai,hospital1,LTNER/GPT-NER
gpt-4.1,1,15,0,28.0,96.55172413793105,65.11627906976744,77.77777777777779,63.63636363636363,openai,hospital1,LTNER/GPT-NER
gpt-4.1,1,15,0,28.0,96.55172413793105,65.11627906976744,77.77777777777779,63.63636363636363,openai,hospital2,LTNER/GPT-NER
gpt-4.1-nano,1,15,0,28.0,96.55172413793105,65.11627906976744,77.77777777777779,63.63636363636363,openai,hospital2,LTNER/GPT-NER
gpt-4.1-nano*ImageInput*,0,9,17,18.0,51.42857142857142,66.66666666666666,58.06451612903225,40.909090909090914,openai_vision,hospital1,Normal
gpt-4.1*ImageInput*,0,9,17,18.0,51.42857142857142,66.66666666666666,58.06451612903225,40.909090909090914,openai_vision,hospital1,Normal
gpt-4.1*ImageInput*,2,30,0,12.0,85.71428571428571,28.57142857142857,42.857142857142854,27.27272727272727,openai_vision,hospital2,Normal
gpt-4.1-nano*ImageInput*,0,9,26,9.0,25.71428571428571,50.0,33.9622641509434,20.454545454545457,openai_vision,hospital2,Normal
gpt-4.1-nano*ImageInput*,1,15,0,28.0,96.55172413793105,65.11627906976744,77.77777777777779,63.63636363636363,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1*ImageInput*,1,15,0,28.0,96.55172413793105,65.11627906976744,77.77777777777779,63.63636363636363,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1*ImageInput*,1,15,0,28.0,96.55172413793105,65.11627906976744,77.77777777777779,63.63636363636363,openai_vision,hospital2,LTNER/GPT-NER
gpt-4.1-nano*ImageInput*,1,15,0,28.0,96.55172413793105,65.11627906976744,77.77777777777779,63.63636363636363,openai_vision,hospital2,LTNER/GPT-NER
